工作ID,工作名,公司名,公司Url,公司Logo,公司类型,城市,学历要求,薪资,福利,招聘人数,工作亮点,职位描述,技能要求

CC436855238J00252723204,java开发工程师,极课大数据,https://company.zhaopin.com/CZ436855230.htm,http://company.zhaopin.com/CompanyLogo/20170418/89FD019C8795F878B85775F0CD7377B8.jpg,民营,无锡,大专,10K-15K,"['五险一金', '绩效奖金', '带薪年假', '弹性工作', '定期体检']",,[''],,['']

CZ742128140J00279429501, 基于AI人工智能的多相流测量信号数据分析,深圳市联恒星科技有限公司,https://company.zhaopin.com/CZ742128140.htm,https://fileihr.zhaopin.com/074/212/074212814/logo/42173b39-8989-4f54-bf34-a261d3b539ca.jpeg,民营,深圳,硕士,15K-20K,"['五险一金', '定期体检', '年底双薪', '带薪年假', '弹性工作']",,[''],,['']

CC263132912J00283880304,数据应用开发岗,维罗软件技术有限公司,https://company.zhaopin.com/CZ263132910.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,上海-黄浦区,本科,15K-20K,"['五险一金', '绩效奖金', '带薪年假', '节日福利', '加班补助']",,[''],,['']

CC120116927J00133858109,Java开发工程师-智能数据,北京神州泰岳软件股份有限公司,https://company.zhaopin.com/CZ120116920.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//111911930372_100x100.png,民营,哈尔滨-南岗区,本科,6K-12K,"['五险一金', '绩效奖金', '带薪年假', '节日福利', '员工旅游']",,[''],,['']

CC877793420J00149984309,初级测试工程师（华为认证）,大连新睿大数据信息技术有限公司,https://company.zhaopin.com/CZ877793420.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,大连,中专,4K-6K,"['五险一金', '年底双薪', '绩效奖金', '加班补助', '包住']",,[''],,['']

CC877793420J00149984909,通信实习生,大连新睿大数据信息技术有限公司,https://company.zhaopin.com/CZ877793420.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,大连,中专,4K-6K,"['五险一金', '年底双薪', '绩效奖金', '加班补助', '包住']",,[''],,['']

CC143502986J00338370703,数据营销师/数字化营销师,深圳市单仁资讯有限公司,http://special.zhaopin.com/2016/shz/11153/szsd083021/,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/3ccf2f30b3b9b97f3c84c710cf7fb3ec.png,民营,深圳-福田区,本科,1K以下,"['五险一金', '年底双薪', '餐补', '带薪年假', '定期体检']",,[''],,['']

CC565024031J00170228906,销售内勤助理 标书,豫乾大数据集团有限公司,https://company.zhaopin.com/CZ565024030.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/5fd73eff6addaad163107479493ff041.jpg,民营,郑州,大专,4K-6K,"['五险一金', '年底双薪', '股票期权', '年终分红', '全勤奖']",,[''],,['']

CC120116927J00133859909,数据分析师-智能数据,北京神州泰岳软件股份有限公司,https://company.zhaopin.com/CZ120116920.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//111911930372_100x100.png,民营,哈尔滨-南岗区,本科,6K-12K,"['五险一金', '绩效奖金', '带薪年假', '节日福利', '员工旅游']",,[''],,['']

CC697730426J00128855512,数据运营,美利金融,https://company.zhaopin.com/CZ697730420.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/868dcba680cab2312d6000c95219751f.png,民营,北京,本科,6K-10K,"['五险一金', '绩效奖金', '定期体检', '带薪年假', '大牛带队']",,[''],,['']

CC436855238J00255559404,图像算法工程师,极课大数据,https://company.zhaopin.com/CZ436855230.htm,http://company.zhaopin.com/CompanyLogo/20170418/89FD019C8795F878B85775F0CD7377B8.jpg,民营,无锡,硕士,20K-30K,"['五险一金', '绩效奖金', '带薪年假', '弹性工作', '定期体检']",,[''],,['']

CC436855238J00252717704,产品经理,极课大数据,https://company.zhaopin.com/CZ436855230.htm,http://company.zhaopin.com/CompanyLogo/20170418/89FD019C8795F878B85775F0CD7377B8.jpg,民营,无锡,大专,10K-15K,"['五险一金', '绩效奖金', '带薪年假', '弹性工作', '定期体检']",,[''],,['']

CC120488011J00289133802,销售总监,广州时代数据服务有限公司,https://company.zhaopin.com/CZ120488010.htm,https://fileihr.zhaopin.com/012/048/012048801/logo/dfab179d-ea18-42bf-85d3-932fc2c9ae79.jpg,民营,广州,本科,30K-50K,"['节日福利', '周末双休', '五险一金', '带薪年假', '通讯补助']",,[''],,['']

CC565024031J00170267306,销售文员内勤,豫乾大数据集团有限公司,https://company.zhaopin.com/CZ565024030.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/5fd73eff6addaad163107479493ff041.jpg,民营,郑州,大专,3.5K-5K,"['五险一金', '年底双薪', '股票期权', '年终分红', '全勤奖']",,[''],,['']

CC120488011J00289142502,研发副总监,广州时代数据服务有限公司,https://company.zhaopin.com/CZ120488010.htm,https://fileihr.zhaopin.com/012/048/012048801/logo/dfab179d-ea18-42bf-85d3-932fc2c9ae79.jpg,民营,广州,本科,20K-30K,"['节日福利', '周末双休', '五险一金', '带薪年假', '通讯补助']",,[''],,['']

CC120488011J00176204902,销售总监,广州时代数据服务有限公司,https://company.zhaopin.com/CZ120488010.htm,https://fileihr.zhaopin.com/012/048/012048801/logo/dfab179d-ea18-42bf-85d3-932fc2c9ae79.jpg,民营,北京,本科,20K-40K,"['节日福利', '周末双休', '全勤奖', '五险一金', '带薪年假']",,[''],,['']

CC120488011J90251594000,招聘经理,广州时代数据服务有限公司,https://company.zhaopin.com/CZ120488010.htm,https://fileihr.zhaopin.com/012/048/012048801/logo/dfab179d-ea18-42bf-85d3-932fc2c9ae79.jpg,民营,广州-天河区,本科,8K-12K,"['五险一金', '绩效奖金', '加班补助', '交通补助', '通讯补助']",,[''],,['']

CC824660950J00148590611,编辑,河南全媒体大数据科技有限公司,https://company.zhaopin.com/CZ824660950.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/18ffb38013f8c1f448eae3c74f965e94.png,民营,郑州,大专,3K-6K,"['全勤奖', '交通补助', '绩效奖金', '餐补']",,[''],,['']

CC433302811J90250082000,Oracle DBA - 数据库管理员 （初/中级）,程新信息技术咨询(南京)有限公司,https://company.zhaopin.com/CZ433302810.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/d3712b112095fa65fae4e9c1ff65c024.png,外商独资,南京,本科,7K-10K,"['五险一金', '绩效奖金', '加班补助', '带薪年假', '弹性工作']",,[''],,['']

CC548921380J00146283709,重庆贝壳总部无责任底薪5000急聘销售精英,贝壳找房（重庆）12,https://company.zhaopin.com/CZ548921380D00300104921.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,重庆-渝北区,大专,5K-10K,"['绩效奖金', '弹性工作', '员工旅游', '节日福利', '五险一金']",,[''],,['']

CC138773165J00335380605,数据监控分析部数据监控分析部经理(J11029),圆通速递有限公司,https://company.zhaopin.com/CZ138773160.htm,https://company.zhaopin.com/CompanyLogo/20180110/CF2912D89395C48E57BA3FAE65BF5AE4.jpg,上市公司,上海,大专,10K-15K,"['五险一金', '包吃', '包住', '健身俱乐部']",,[''],,['']

CZ558208880J00046019613,大客户经理,北京经邦大数据科技有限公司,https://company.zhaopin.com/CZ558208880.htm,https://fileihr.zhaopin.com/055/820/055820888/logo/985ba24f-5901-4991-9074-24525aba4c10.png,民营,北京,大专,10K-15K,"['五险一金', '周末双休', '交通补助', '餐补', '通讯补助']",,[''],,['']

CC824660950J00148953011,红酒销售区域经理,河南全媒体大数据科技有限公司,https://company.zhaopin.com/CZ824660950.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/18ffb38013f8c1f448eae3c74f965e94.png,民营,郑州,学历不限,6K-10K,"['交通补助', '员工旅游', '年终红包']",,[''],,['']

CC334979885J00191835605,高级JAVA工程师（POS）,兴盛社区网络服务股份有限公司,https://company.zhaopin.com/CZ334979880.htm,http://company.zhaopin.com/CompanyLogo/20151209/10B686E7E5A8473B95D57A797E19E5F5.jpg,民营,长沙,大专,10K-18K,"['包吃', '包住', '全勤奖', '节日福利', '五险一金']",,[''],,['']

CC300255137J00153267609,房产经纪人/就近分配+提供住宿,贝壳找房(北京)科技有限公司,https://company.zhaopin.com/CZ300255130.htm,https://fileihr.zhaopin.com/030/025/030025513/logo/5ffade18-f0c0-4a3f-b143-dba16f269170.png,民营,西安,学历不限,4K-6K,"['五险一金', '绩效奖金', '全勤奖', '采暖补贴', '通讯补助']",,[''],,['']

CC120488011J00152295402,技术经理,广州时代数据服务有限公司,https://company.zhaopin.com/CZ120488010.htm,https://fileihr.zhaopin.com/012/048/012048801/logo/dfab179d-ea18-42bf-85d3-932fc2c9ae79.jpg,民营,广州,本科,20K-30K,"['节日福利', '周末双休', '全勤奖', '五险一金', '带薪年假']",,[''],,['']

CC120488011J90251598000,高级Java开发工程师,广州时代数据服务有限公司,https://company.zhaopin.com/CZ120488010.htm,https://fileihr.zhaopin.com/012/048/012048801/logo/dfab179d-ea18-42bf-85d3-932fc2c9ae79.jpg,民营,广州,本科,13K-20K,"['五险一金', '节日福利', '周末双休', '加班补助', '全勤奖']",,[''],,['']

CC855053200J00418645001,运维工程师,云南蓝电能源科技有限公司,https://company.zhaopin.com/CZ855053200.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,昆明,本科,70K-100K,"['五险一金', '加班补助', '包吃', '节日福利', '周末双休']",1,['五险一金加班补助包吃节日福利周末双休'],"一、岗位职责：
1.?负责项目中各个系统的环境部署和运维、调试优化、日常监控、故障处理、数据备份、日志分析等工作。
2.?能够深度参与系统分析，完成运维部署架构设计与跟进落实。
3.?负责系统环境、业务平台和数据平台的搭建与运维，包括但不限于Hadoop、Hbase、flume、Zookeeper、Kafka、Spark等大数据框架，保障系统稳定、高效运行。
4.?深入理解系统的运维架构，发现并解决重大故障及性能瓶颈，打造一流的数据平台。
二、任职要求：
1.?拥有3年以上Linux相关工作经验，2年以上在同一家公司运维工作经验。
2.?拥有很强的owner意识，故障排查能力，且能够推动项目中问题的改善和解决。
3.?熟悉python/shell/scala中一种或多种脚本语言，有开发项目经验者优先。
4.?熟悉工业互联网产品的运维流程，有能源管理产品架构规划、调优项目经验者优先。
5.?有DevOps/容器化，实践经验者优先考虑。
6.?具有本地化软件项目实施经验者优先考虑。",['']

CC300255137J00128078309,招聘地产中介,贝壳找房(北京)科技有限公司,https://company.zhaopin.com/CZ300255130.htm,https://fileihr.zhaopin.com/030/025/030025513/logo/5ffade18-f0c0-4a3f-b143-dba16f269170.png,民营,哈尔滨,学历不限,5K-10K,"['工作居住证', '定期团建', '节日福利', '入职培训', '成长计划']",20,['工作居住证定期团建节日福利入职培训成长计划晋升空间'],"工作职责
1.负责客户接待、咨询工作，为客户提供专业的房地产置业咨询服务；
2.了解客户需求，提供合适房源，进行商务谈判；
3.陪同客户看房，促成二手房买卖或租赁业务；
4.负责房源客源开发与积累，并与业主客户建立良好的维护关系。
5.负责线上渠道的房产信息维护，打造个人的专业品牌
6.为客户提供优质的看房体验
任职要求
1.年龄18周岁以上，学历不限；
2.强烈的成就欲望，学习能力、抗压能力佳，不怕困难，不惧挫折；
3.阳光，踏实，有梦想，愿意通过自己的努力付出，实现个人价值；
4.高度的工作热情和团队合作意识，有销售、客户服务或学生社团干部经验者优先考虑；
薪资待遇
无责任底薪2100
+绩效1000
+级别提点30%
+业绩提点40%
=最高通提70%+合作业绩翻倍+5%季度奖励
贝壳找房端口免费使用。
工作时间? 早8:30---晚7:00
逐级晋升，收入可观
海量真房源，匹配成交速度快
无工作量化扣款
-购房优惠：内部员工享有购房优惠
发展方向：
1.经纪人——店经理——商圈经理——营销总监——城市分公司副总——城市总经理
培训体系：岗前新人训-初级衔接训-中级衔接训-高级衔接训
培训中心：线上培训-科技产品培训-产品培训
搏学考试：每年两次，全国数十万人同时参考
【面试要求】：需携带简历一份，提前与hr沟通预约面试时间，面试通过后，将根据求职者意愿，就近安排区域
【应聘方式】：
1.??个人简历 在线投递 或至邮箱：1294439353@qq.com ?jiaol14@ke.com
2.
直接电话联系哈尔滨贝壳招聘中心
hr
焦柳：18404321880 ?微信：1294439353（+V请注明姓名，端口来源）
公司简介
哈尔滨贝壳房地产经纪有限公司
贝壳找房，定位于技术驱动的品质居住服务平台。贝壳找房致力于聚合和赋能全行业的优质服务者，打造开放合作的行业生态，为消费者提供包括二手房、新房、租赁和家装等全方位的居住服务。
贝壳找房将继承和升级链家网在产品技术、品质控制和数据挖掘等方面的优势能力，继承和持续迭代大数据产品“楼盘字典”，研发和应用VR看房等创新技术手段，为消费者提供更好的服务体验。通过线上交易流程的可视化、线下的闭环服务和平台承诺，为消费者提供安全保障。
贝壳找房还将搭建服务者的信用评价体系，为消费者甄选优质服务商，通过营销、经营、供应链、技术、数据、金融、交易等各角度的赋能，让优质服务者和品牌在平台生态中得以更好的发展。
未来几年，贝壳将覆盖全中国超过300个城市，服务超过2亿的社区家庭，连接100万职业经纪人和10万家门店，赋能超过100个品牌，作为基础设施推动行业正循环。",['']

CC662815030J00210748808,硬件工程师,湖南建树大数据科技有限公司,https://company.zhaopin.com/CZ662815030.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,长沙,本科,5K-10K,"['五险一金', '年终分红', '包吃', '定期体检', '节日福利']",,[''],,['']

CC859126580J00149947115,应用系统运维工程师,大庆高新大数据有限公司,https://company.zhaopin.com/CZ859126580.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/afa86a928c3d3f0b4b4aa6f1df49522d.jpg,国企,大庆,本科,6K-8K,"['五险一金', '绩效奖金', '带薪年假']",,[''],,['']

CC681448026J90250577000,大客户销售经理,百融云创科技股份有限公司,https://company.zhaopin.com/CZ681448020.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/48f1ab2efec33fca096838f0762b758d.png,股份制企业,北京-海淀区,本科,15K-20K,"['五险一金', '年底双薪', '绩效奖金', '交通补助', '餐补']",,[''],,['']

CC300255137J00128031609,招募销售精英/销售经理,贝壳找房(北京)科技有限公司,https://company.zhaopin.com/CZ300255130.htm,https://fileihr.zhaopin.com/030/025/030025513/logo/5ffade18-f0c0-4a3f-b143-dba16f269170.png,民营,哈尔滨,学历不限,5K-10K,"['工作居住证', '定期团建', '节日福利', '入职培训', '成长计划']",,[''],,['']

CC121087802J00153552314,2019年最新招聘岗位：置业顾问,北京链家房地产经纪有限公司94,https://company.zhaopin.com/CZ121087800D00300800915.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,北京-丰台区,本科,5K-10K,"['五险一金', '带薪年假', '弹性工作', '补充医疗保险', '定期体检']",,[''],,['']

CC577019638J00129903204,在线客服,南京车置宝网络技术有限公司,https://company.zhaopin.com/CZ577019630.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/80513f69db984c993ad44cd3ecd22ce7.jpg,民营,南京-浦口区,大专,6K-12K,"['绩效奖金', '五险一金', '带薪年假', '节日福利', '年底双薪']",,[''],,['']

CC681448026J00133049914,销售经理,百融云创科技股份有限公司,https://company.zhaopin.com/CZ681448020.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/48f1ab2efec33fca096838f0762b758d.png,股份制企业,北京-海淀区,本科,10K-20K,"['五险一金', '绩效奖金', '交通补助', '餐补', '带薪年假']",,[''],,['']

CC464341813J00156140512,数据处理工程师,北京卡达克数据有限公司,https://company.zhaopin.com/CZ464341810.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/dcaeab49e8e173832ac6840c401b9ee8.jpg,国企,天津-西青区,学历不限,10K-20K,"['五险一金', '绩效奖金', '交通补助', '餐补', '定期体检']",,[''],,['']

CZ558208880J00084857213,销售经理,北京经邦大数据科技有限公司,https://company.zhaopin.com/CZ558208880.htm,https://fileihr.zhaopin.com/055/820/055820888/logo/985ba24f-5901-4991-9074-24525aba4c10.png,民营,北京,大专,10K-13K,"['每年多次调薪', '五险一金', '周末双休', '股票期权', '通讯补助']",,[''],,['']

CC859126580J00122531115,信息系统项目管理师,大庆高新大数据有限公司,https://company.zhaopin.com/CZ859126580.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/afa86a928c3d3f0b4b4aa6f1df49522d.jpg,国企,大庆,本科,6K-12K,"['五险一金', '绩效奖金', '带薪年假']",,[''],,['']

CC307313213J00291103402,上海链家管培生,上海链家房地产经纪有限公司,http://special.zhaopin.com/sh/2013/ljdc081971/index.html,http://company.zhaopin.com/CompanyLogo/20151222/603A0B2794A0446D8A1F20486A6762A3.JPG,民营,上海-长宁区,本科,8K-10K,"['无试用期', '绩效奖金', '房补', '带薪年假', '弹性工作']",,[''],,['']

CC577019638J00185049104,客服专员,南京车置宝网络技术有限公司,https://company.zhaopin.com/CZ577019630.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/80513f69db984c993ad44cd3ecd22ce7.jpg,民营,南京-浦口区,大专,7K-10K,"['五险一金', '餐补', '定期体检', '节日福利', '定期团建']",50,['五险一金餐补定期体检节日福利定期团建年底双薪带薪年假'],"岗位职责：

1.通过使用公司的大数据库，开拓库存车主资源；
2.给车主提供咨询顾问服务，引导卖车意向；
3.车主竞拍环节后，对客户进行价格沟通以及促成交；
4.解答车主关于业务流的疑问，承担销售业绩。
任职要求：
1.?大专及以上学历，有电销经验可放宽至中专；
2.
能熟练使用
office办公软件，中文打字速度在40字/min以上；
3.?普通话标准，有良好的沟通能力和语言表达能力；
4.?良好的服务意识，耐心和责任心，工作积极主动；
5.?能承受一定的工作压力，积极配合公司在工作时间上的安排。",['']

CC300255137J00138907009,房地产销售/经纪人（老带新 月薪6000+）,贝壳找房(北京)科技有限公司,https://company.zhaopin.com/CZ300255130.htm,https://fileihr.zhaopin.com/030/025/030025513/logo/5ffade18-f0c0-4a3f-b143-dba16f269170.png,民营,昆明,中专,5K-10K,"['绩效奖金', '大牛带队', '节日福利', '包住', '定期团建']",,[''],,['']

CC464881788J00125686611,销售专员 名校同事6.5K起+房补+晋升快 J10289,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,苏州-工业园区,本科,8K-15K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CC120488011J00286223302,招聘主管,广州时代数据服务有限公司,https://company.zhaopin.com/CZ120488010.htm,https://fileihr.zhaopin.com/012/048/012048801/logo/dfab179d-ea18-42bf-85d3-932fc2c9ae79.jpg,民营,广州,本科,6K-9K,"['节日福利', '周末双休', '五险一金', '带薪年假', '通讯补助']",,[''],,['']

CC347042518J00151158910,房地产销售,北京链家房地产经纪有限公司太平庄中街店,https://company.zhaopin.com/CZ347042510.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//661788276190_100x100.jpg,民营,北京,本科,8K-15K,"['五险一金', '绩效奖金', '弹性工作', '带薪年假', '定期体检']",,[''],,['']

CC236253714J00066839509,置业顾问/房产中介/销售代表/大客户代表,北京链家房地产经纪有限公司看丹桥店,https://company.zhaopin.com/CZ236253710.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//671089218212_100x100.jpg,民营,北京-朝阳区,本科,8K-10K,"['五险一金', '定期体检', '补充医疗保险', '绩效奖金', '弹性工作']",,[''],,['']

CC464881788J00125809911,新房置业顾问 名校同事6.5K起房补+晋升快 J10289,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,苏州-工业园区,本科,8K-15K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CC236253714J90283891000,销售代表/大客户代表/置业顾问/实习生,北京链家房地产经纪有限公司看丹桥店,https://company.zhaopin.com/CZ236253710.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//671089218212_100x100.jpg,民营,北京,本科,8K-10K,"['五险一金', '交通补助', '餐补', '弹性工作']",,[''],,['']

CC464881788J00181008011,销售顾问+名校同事6.5K起+房补+晋升快+J10289,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,苏州-吴中区,本科,8K-15K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CC302793635J00266653004,代运营招商经理,杭州海赢科技有限公司,https://company.zhaopin.com/CZ302793630.htm,http://company.zhaopin.com/CompanyLogo/20151128/5A31EF3A18E842F98375B7410F9A2653.jpg,民营,杭州-滨江区,大专,15K-20K,"['绩效奖金', '带薪年假', '员工旅游', '节日福利', '公司重点项目']",,[''],,['']

CC236253714J00061942209,销售代表/销售管培生/储备经理/储备店长,北京链家房地产经纪有限公司看丹桥店,https://company.zhaopin.com/CZ236253710.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//671089218212_100x100.jpg,民营,北京,本科,8K-10K,"['五险一金', '绩效奖金', '带薪年假', '员工旅游', '弹性工作']",,[''],,['']

CC464881788J00109553411,市场营销6.5K起薪+房补+名校同事(J10278),居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,天津,本科,6.5K-13K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CC236253714J00077574509,应届毕业生优先+底薪5000+75%提成+六险一金,北京链家房地产经纪有限公司看丹桥店,https://company.zhaopin.com/CZ236253710.htm,http://campusimage.zhaopin.com/pic/cimg/Company/A//671089218212_100x100.jpg,民营,北京,本科,8K-10K,"['五险一金', '绩效奖金', '带薪年假', '员工旅游', '弹性工作']",,[''],,['']

CC464881788J00109527511,客户经理6.5K起薪+房补+名校同事(J10278),居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,天津,本科,6.5K-13K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CC464881788J00109561111,猎头顾问6.5K起薪+房补+名校同事(J10278),居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,天津,本科,6.5K-13K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CC464881788J00181006511,市场营销师 名校同事+6.5K起+房补快晋升 J10289,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,苏州-吴中区,本科,8K-15K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CZ697455680J00241218301,web前端工程师（高级）,四川大美智旅大数据有限公司,https://company.zhaopin.com/CZ697455680.htm,https://fileihr.zhaopin.com/069/745/069745568/logo/eb6ffdbf-33b8-4d17-8041-0e34ddba6e9e.png,民营,成都,本科,10K-18K,"['五险一金', '周末双休', '加班补助', '带薪年假', '绩效奖金']",,[''],,['']

CZ618656230J00161782310,智慧零售项目工程师,北京简易时代商贸有限公司,https://company.zhaopin.com/CZ618656230.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,民营,北京,大专,4K-8K,"['交通补助', '绩效奖金', '年底双薪', '全勤奖', '五险一金']",,[''],,['']

CC464881788J00125776111,销售专员 名校同事6.5K起+房补+晋升快J10292,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,郑州,本科,8K-15K,"['高学历同事', '6500起薪', '400房补', '电商平台', '双线晋升']",,[''],,['']

CC464881788J00125694711,房产咨询师 名校同事+6.5K起+房补快晋升 J10289,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,苏州-工业园区,本科,8K-15K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CC704053321J00248977805,期货专员  底薪6K 月薪平均1.2万+,敬悦商务（上海总部）,https://company.zhaopin.com/CZ704053320.htm,http://img09.zhaopin.com/2012/other/mobile/mi/companyLogo/03/default.png,股份制企业,上海-普陀区,大专,10K-15K,"['五险一金', '员工旅游', '节日福利', '带薪年假', '每年多次调薪']",,[''],,['']

CC464881788J00053224911,销售代表 名校同事6.5K起+房补+晋升快 J10289,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,苏州-工业园区,本科,8K-15K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CC875193170J00172558613,大树据分析 ,青岛乾璟昶盛信息服务有限公司,https://company.zhaopin.com/CZ875193170.htm,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/80ba1fb552e644eefc9af3e85f4f18b5.jpg,民营,青岛,大专,6K-8K,"['五险一金', '全勤奖', '包住', '绩效奖金', '节日福利']",,[''],,['']

CC464881788J00125682111,房产经纪人 名校同事+6.5K起+房补快晋升 J10289,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,苏州-工业园区,本科,8K-15K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

CC278441814J00255463806,数据治理工程师(J18841),太平金融科技服务(上海)有限公司,http://special.zhaopin.com/sh/2010/gx091707/index.htm,http://company.zhaopin.com/CompanyLogo/20180112/6F6609B3C6E046F694EC8E84D1AE3631.jpg,国企,上海-浦东新区,本科,10K-15K,"['五险一金', '周末双休', '补充医疗保险', '定期体检', '带薪年假']",,[''],,['']

CC120864182J00354560503,售前工程师(J10066),四川天翼网络服务有限公司,http://special.zhaopin.com/pagepublish/12086418/index.html,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/ab4a122bf0ca1f99f327d33e305fb638.jpg,民营,成都,大专,5K-8K,"['绩效奖金', '交通补助', '餐补', '带薪年假', '定期体检']",,[''],,['']

CC464881788J00192393111,高级培训专员,居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,天津,本科,6K-8K,"['五险一金', '绩效奖金', '带薪年假', '定期体检', '员工旅游']",,[''],,['']

CC464881788J00109511311,销售6.5K起薪+房补+名校同事(J10278),居理新房,http://special.zhaopin.com/2018/bf/bjgy020942,https://zhaopin-rd5-pub.oss-cn-beijing.aliyuncs.com/imgs/company/e82c46a69307d9ff50e0a783525093ab.png,民营,天津,本科,6.5K-13K,"['高学历同事', '6500起薪', '600房补', '电商平台', '双线晋升']",,[''],,['']

